"category","name","brand","sku","price","currency","vatRate","colours","swatch","accent","fabric","details","fit","roleTags","leadTime","minOrder","sizeRange","imageHint","imageUrl","supplierName","productUrl","active"
"tops","Ladies V-Neck Jumper","Russell","RU710F_31563_31561","55","EUR","0","Navy|Dark Grey|Black","#ffffff","#0b1f3a","50% cotton and 50% acrylic, the CottonBlend™ fabric offers a soft, breathable feel with excellent durability","The Perfect Blend of Comfort and Style for Yacht Crews Upgrade your yacht crew’s uniform with our Ladies V-Neck Jumper , a timeless piece that combines elegance, practicality, and durability. Crafted from smooth knit CottonBlend™ fabric , this jumper is designed to withstand the demands of maritime life while maintaining a polished appearance. Key Features Premium Fabric Composition Material : Made from 50% cotton and 50% acrylic, the CottonBlend™ fabric offers a soft, breathable feel with excel","woman","","","1","XS–2XL","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/ladies-v-neck-jumper-751880.jpg?v=1732609824","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-v-neck-jumper","true"
"bottoms","Ladies Cotton Pant Native Spirit","Native Spirit","NS737_75429_75419","49","EUR","0","Grey|Beige|Navy|Black|White","#ffffff","#0b1f3a","","Ladies Cotton Pant Native Spirit A perfect blend of maritime elegance and sustainable comfort. Crafted from 98% organic cotton and 2% elastane, this pant epitomizes style and eco-consciousness. Sophisticated and Practical Design With its straight cut and durable cotton twill fabric, this pant offers a timeless silhouette that balances sophistication with everyday practicality. It is perfectly suited for professional yacht uniforms while remaining versatile enough for casual settings. Ultimate Co","woman","","","1","34–46","shorts","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/ladies-cotton-pant-native-spirit-5436734.png?v=1754462439","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-cotton-pant-native-spirit","true"
"bottoms","Ladies Chino Pant","Kariban","K741_55104_55096","49","EUR","0","Beige|Blue|Light Grey|White|Navy|Black|Dark Grey","#ffffff","#0b1f3a","","Elegance and Comfort for Yacht Crew Uniforms Upgrade your yacht crew’s attire with the Ladies Chino Pant , a perfect blend of style, comfort, and functionality. Meticulously designed for maritime professionals, these chino pants are ideal for crew members who demand durability and sophistication while performing their duties on board. Key Features Premium Fabric for Maximum Comfort High-Quality Material : Crafted from 98% cotton twill and 2% elastane , these pants offer a soft, stretchy fit for ","woman","","","1","34–48","shorts","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/ladies-chino-pant-4518436.png?v=1754462439","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-chino-pant","true"
"dresses","Straight Dress Kariban Premium","Kariban","PK5000_75871_75863","99","EUR","0","Navy|Black","#ffffff","#0b1f3a","a luxurious blend of 50% polyester, 23% viscose, 22% wool, and 5% elastane , offering comfort, flexibility, and a premium feel","Elegance and Functionality for Yacht Crew Uniforms Enhance your yacht crew’s uniform with the Straight Dress Kariban Premium , meticulously designed to exude elegance and professionalism. Perfect for maritime environments, this dress combines a polished appearance with practical features, making it a must-have for female crew members. Key Features Sophisticated Design Fitted Cut : Designed with a tailored silhouette that flatters the figure while maintaining a professional aesthetic. Princess Cu","woman|man","","","1","34–46","dress","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/straight-dress-kariban-premium-3531074.png?v=1771050321","Marina Yacht Wear","https://www.marinayachtwear.com/products/straight-dress-kariban-premium","true"
"dresses","Short Sleeve Dress Kariban Premium","Kariban","K500_54874_59583","99","EUR","0","Grey|Navy|Black","#ffffff","#0b1f3a","64% polyester , 34% viscose , and 2% elastane , this dress combines durability, softness, and stretch for a comfortable fit","Maritime Elegance Meets Practical Comfort Introducing the Yacht Crew Short Sleeve Dress Kariban Premium, a timeless addition to yacht crew uniforms. Designed to balance sophisticated style with unparalleled functionality, this dress is crafted for professionals navigating the high seas. Key Features Premium Fabric for Comfort and Durability Material Blend : Made from 64% polyester , 34% viscose , and 2% elastane , this dress combines durability, softness, and stretch for a comfortable fit. Stret","woman|man","","","1","34–46","dress","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/short-sleeve-dress-kariban-premium-271214.jpg?v=1732609924","Marina Yacht Wear","https://www.marinayachtwear.com/products/short-sleeve-dress-kariban-premium","true"
"bottoms","Ladies Elegance Skort","Marina Yacht Wear","MYW-LES-NAVY-34","65","EUR","0","Navy|Black|Dark Grey","#ffffff","#0b1f3a","polyester and elastane provide excellent coverage and flexibility, ideal for dynamic onboard roles","The Perfect Blend of Style and Functionality for Yacht Crews Enhance your yacht crew uniforms with the Ladies Elegance Skort by Marina Yacht Wear. This versatile garment is meticulously designed to meet the demands of active maritime life, combining elegance, comfort, and practicality in a single essential piece. Key Features Superior Comfort and Quick-Dry Fabric Material : Crafted from a high-performance blend of 60% cotton , 35% polyester , and 5% spandex , ensuring optimal flexibility and sof","woman","","","1","34–TBD","shorts","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/Stewardess_wearing_ladies-elegance-skort_on_Superyacht.png?v=1765296658","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-elegance-skort-1","true"
"tops","Ladies Cotton Bermuda Kariban","Kariban","K751_55162_55147","35","EUR","0","White|Black|Dark Grey|Navy|Light Grey|Blue|Beige","#ffffff","#0b1f3a","","Perfect for Yacht Crew Uniforms Upgrade your yacht crew’s look with the Ladies Cotton Bermuda Kariban, a sophisticated blend of style, comfort, and functionality. Tailored for the demands of maritime life, these Bermuda shorts combine premium materials with practical design features, ensuring your crew stays polished and comfortable both on deck and ashore. Premium Materials for Durability and Comfort Crafted from a high-quality blend of 98% cotton twill and 2% elastane , these shorts offer the ","woman","","","1","34–48","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/ladies-cotton-bermuda-kariban-6554830.png?v=1765364848","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-cotton-bermuda-kariban","true"
"dresses","Ladies Short Sleeve Dress shirt with tabs","Kariban","K504_54890_54885","35","EUR","0","White|Black|Blue","#ffffff","#0b1f3a","a high-quality blend of 65% polyester and 35% cotton poplin , this shirt offers: Durability : Polyester ensures strength and resistance to wrinkles, perfect for demanding maritime environments","The Perfect Blend of Elegance and Functionality for Yacht Crews Elevate your yacht crew uniform with the Ladies Short Sleeve Dress Shirt with Tabs , a versatile and practical choice designed specifically for women in the maritime industry . Combining refined style, comfort, and functionality, this shirt is crafted to meet the unique demands of life at sea, ensuring your crew maintains a professional and polished appearance. Premium Fabric for Comfort and Durability Made from a high-quality blend","woman","","","1","S–2XL","dress","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/ladies-short-sleeve-dress-shirt-with-tabs-189886.jpg?v=1732609782","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-short-sleeve-dress-shirt-with-tabs","true"
"dresses","Ladies Long Sleeve Dress shirt with tabs","Kariban","K506_54904_54899","39","EUR","0","White|Black|Blue","#ffffff","#0b1f3a","","Elegance and Functionality for Yacht Crews Elevate your yacht crew uniforms with the Ladies Long Sleeve Dress Shirt with Tabs , meticulously crafted for women working in the maritime industry . Combining elegance, practicality, and durability, this shirt is a must-have for any professional yacht crew member . Its thoughtful design and high-quality materials are tailored to meet the demands of life on board, ensuring a polished and professional appearance. Premium Fabric Blend for Comfort and Dur","woman","","","1","S–2XL","dress","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/ladies-long-sleeve-dress-shirt-with-tabs-9198379.png?v=1771050375","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-long-sleeve-dress-shirt-with-tabs","true"
"dresses","Ladies Short Sleeve Elegance Dress Shirt with Shoulder Tabs","Marina Yacht Wear","MYW-LSSEDS-WHITE-S","55","EUR","0","White|Black","#ffffff","#0b1f3a","65% Recycled Polyester and 35% Organic Cotton","Sustainable Elegance for Yacht Crews Introducing the Ladies Short Sleeve Elegance Dress Shirt with Shoulder Tabs by Marina Yacht Wear—a stylish, sustainable, and essential addition to your yacht crew uniforms . Combining eco-conscious materials with elegant design, this shirt offers both professionalism and comfort for life on board. Eco-Friendly Materials with Superior Quality Crafted from a premium blend of 65% Recycled Polyester and 35% Organic Cotton , this dress shirt is not only environmen","woman","","","1","XS–TBD","dress","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/Ladies_Yacht_Crew_Dress_Shirt_-_Marina_Yacht_Wear.jpg?v=1767621871","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-short-sleeve-elegance-dress-shirt-with-shoulder-tabs","true"
"dresses","Ladies Long Sleeve Stretch Dress Shirt","Kariban","K549_17619_35236","35","EUR","0","White|Navy|Black|Silver|Dark Grey|Beige","#ffffff","#0b1f3a","65% polyester / 35% cotton poplin Weight: 100–110 g/m² (light, breathable, and durable) Fit: Contemporary women’s cut with darts for shape Details: Adjustable cuffs, chest pocket, tone-on-tone buttons","Elegance and Functionality for Yacht Crew Uniforms Upgrade your yacht crew wardrobe with the Ladies Long Sleeve Stretch Dress Shirt , designed to combine durability, comfort, and timeless style. Crafted from a 65% polyester / 35% cotton poplin blend , this shirt offers both resilience and easy maintenance—perfect for the dynamic lifestyle of yacht crew members, whether on deck or attending formal gatherings at port. Smart and Functional Design for Life at Sea This shirt is built to deliver long-","woman","","","1","XS–4XL","dress","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/ladies-long-sleeve-stretch-dress-shirt-901146.jpg?v=1732609782","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-long-sleeve-stretch-dress-shirt","true"
"dresses","Breathable Ladies Short Sleeve Dress Shirt","HENBURY","HY596","32","EUR","0","White|Black","#ffffff","#0b1f3a","100% Pufy® polyester for optimal breathability and durability","Perfect Ladies Short Sleeve Dress Shirt for Yacht Crew Uniforms Introducing the Breathable Ladies Short Sleeve Shirt by Henbury , a premium addition to any yacht crew uniform. Designed with style , comfort , and performance in mind, this shirt is made from 100% Pufy® polyester , offering unmatched breathability and quick-drying properties —ideal for life on board. Lightweight Comfort for Warm Weather Weighing only 115 g/m² , this short-sleeve shirt is lightweight and designed for warm climates. ","woman","","","1","XS–3XL","dress","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/breathable-ladies-short-sleeve-shirt-366155.jpg?v=1732609780","Marina Yacht Wear","https://www.marinayachtwear.com/products/breathable-ladies-short-sleeve-shirt","true"
"bottoms","Ladies Short Sleeve Pique Polo Shirt","Tee Jays","TJ1401","32","EUR","0","White|Navy|Dark Grey|Black","#ffffff","#0b1f3a","100% combed ringspun cotton , the pique fabric provides exceptional breathability","Perfect for Yacht Crew Uniforms Introducing the Ladies Short Sleeve Pique Polo Shirt by TEE JAYS , a must-have addition to your yacht crew uniform collection. Combining timeless design with superior comfort and durability, this polo shirt is crafted to meet the demands of life on the water. Whether you're navigating the open seas or entertaining guests, this polo ensures your crew maintains a polished, professional appearance. Key Features: Premium Material : Made from 100% combed ringspun cotto","woman","","","1","S–3XL","shorts","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/ladies-short-sleeve-pique-polo-shirt-567220.jpg?v=1732609785","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-short-sleeve-pique-polo-shirt","true"
"tops","Ladies Quick Dry Polo Henbury","Toptex","H476_31289_57576","30","EUR","0","White|Navy|Black|Dark Grey|Red|Light Grey|Beige","#ffffff","#0b1f3a","100% CoolPlus® polyester , combining style , comfort , and performance to create the ideal polo for active women, particularly for those in the maritime industry","Ultimate Comfort and Performance for Yacht Crew Introducing the Ladies Quick Dry Polo Henbury , made from 100% CoolPlus® polyester , combining style , comfort , and performance to create the ideal polo for active women, particularly for those in the maritime industry. Designed for demanding environments, this polo is perfect for yacht crew members looking for a versatile, high-performance garment that works as hard as they do. Key Features: 100% CoolPlus® Polyester : The CoolPlus® polyester fabr","woman","","","1","XS–TBD","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/ladies-quick-dry-polo-henbury-464607.jpg?v=1732609832","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-quick-dry-polo-henbury","true"
"tops","Ladies Technical Polyester Polo","Tee Jays","TJ7201","39","EUR","0","White|Navy|Black|Dark Grey","#ffffff","#0b1f3a","","The Ultimate Choice for Yacht Crew Uniforms Introducing the Ladies Technical Polyester Polo by Tee Jays, an essential addition to any yacht crew uniform . Combining style , comfort , and functionality , this polo is designed to meet the demands of maritime professionals , ensuring your crew stays cool, dry, and looking polished, even during the most demanding maritime environments. Key Features: Premium Material : Crafted from lightweight 100% polyester interlock fabric (140gsm), this polo offer","woman","","","1","S–3XL","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/ladies-technical-polyester-polo-241444.jpg?v=1732609827","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-technical-polyester-polo","true"
"tops","Ladies Cotton Pique Polo Kariban","Kariban","K240_24101_24100","30","EUR","0","White|Navy|Black|Dark Grey|Light Grey","#ffffff","#0b1f3a","","Elegant and Comfortable Yacht Crew Uniform Discover the timeless elegance and ultimate comfort with our Ladies Cotton Pique Polo Kariban, designed specifically for yacht crew uniforms . Crafted from a luxurious blend of 95% cotton and 5% elastane , this polo provides the perfect mix of softness, stretch, and durability, making it an ideal choice for modern women who demand both style and comfort while on board. Piqué Perfection: Premium Craftsmanship for Yacht Crews Our Ladies Cotton Pique Polo ","woman","","","1","XS–2XL","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/ladies-pique-polo-770696.jpg?v=1732609829","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-pique-polo","true"
"shirts","Ladies Long Sleeve Polo Shirt Tee Jays","Tee Jays","TJ146","39","EUR","0","White|Navy|Black","#ffffff","#0b1f3a","95% ring-spun cotton and 5% elastane, this polo offers exceptional softness, breathability, and flexibility","Ladies Long Sleeve Polo by Tee Jays – Elegance and Durability for Yacht Crew Uniforms Elevate your yacht crew’s uniform with the Ladies Long Sleeve Polo Shirt by Tee Jays , a perfect combination of sophistication, comfort, and practicality. Crafted to withstand the unique demands of life at sea, this polo shirt ensures your crew maintains a polished and professional appearance. Premium Fabric for Maritime Professionals High-Quality Blend : Made from 95% ring-spun cotton and 5% elastane, this pol","woman","","","1","S–3XL","shirt","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/ladies-long-sleeve-polo-tee-jays-594193.jpg?v=1732609781","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-long-sleeve-polo-shirt-tee-jays","true"
"shirts","Ladies Technical T-shirt UPF 30","Just Cool","JC005","12","EUR","0","Blue|Red|White|Navy|Black|Dark Grey|Light Grey","#ffffff","#0b1f3a","Recycled Materials : Each t-shirt is crafted from 6 recycled plastic bottles, showcasing a commitment to reducing environmental impact","The Perfect Yacht Crew Uniform Equip your yacht crew with the Ladies Technical T-Shirt UPF 30 , a must-have garment that combines style, comfort, and sustainability. Designed specifically for maritime professionals, this t-shirt ensures your crew is prepared for the demands of life at sea while maintaining a polished, professional look. Comfort Meets Style Relaxed Fit and Set-In Sleeves : Offers a refined yet comfortable appearance, ideal for professional yacht crew uniforms. 2-Way Stretch Mater","woman","","","1","XS–TBD","shirt","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/ladies-technical-t-shirt-upf-30-524838.jpg?v=1732609827","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-technical-t-shirt-upf-30","true"
"shirts","Ladies T-shirt V Neck Kariban","Kariban","K3029ICA_73607_73579","10","EUR","0","Light Grey|White|Navy|Black|Dark Grey|Red","#ffffff","#0b1f3a","enzyme-washed combed cotton, providing a luxurious feel that remains impeccable even after repeated washes","The Ideal Yacht Crew Uniform Elevate your yacht crew’s presentation with the Ladies V-Neck T-Shirt by Kariban , a seamless combination of elegance, comfort, and durability. Specifically designed for yachting professionals, this T-shirt ensures your crew looks polished and professional while meeting the unique demands of maritime life. Premium Fabric for Unmatched Comfort Smooth and Soft Texture : Made from enzyme-washed combed cotton, providing a luxurious feel that remains impeccable even after","woman","","","1","XS–3XL","shirt","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/Ladies_Yacht_Crew_T-shirt_-_Marina_Yacht_Wear.jpg?v=1767611230","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-t-shirt-v-neck-kariban","true"
"bottoms","Ladies Short Sleeve T-shirt Premium","Tee Jays","TJ450","18","EUR","0","White|Navy|Black|Dark Grey|Red","#ffffff","#0b1f3a","Crafted from 90% combed ringspun cotton and 10% elastane , this T-shirt offers exceptional softness and elasticity, ensuring optimal comfort and support","Ladies Short Sleeve T-shirt Premium, designed for the yachting industry Key Features: High-Quality Fabric: Crafted from 90% combed ringspun cotton and 10% elastane , this T-shirt offers exceptional softness and elasticity, ensuring optimal comfort and support. Durable Weight: With its 195 g/m² , this Ladies Short Sleeve T-shirt is robust yet breathable, perfect for long days on board. Premium Finish: Enzyme-washed surface: for a silky-smooth texture and a flawless, luxurious look. Double-layer L","woman","","","1","S–3XL","shorts","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/ladies-short-sleeve-t-shirt-premium-174086.jpg?v=1732609824","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-short-sleeve-t-shirt-premium","true"
"shirts","Ladies T-shirt V neck","Kustom Kit","KK770","22.9","EUR","0","White|Black","#ffffff","#0b1f3a","","The Perfect Blend of Style, Comfort, and Professionalism for Yacht Crews Elevate your crew’s appearance with the Ladies T-Shirt V Neck , meticulously designed to meet the high standards of the maritime industry. Whether navigating the open seas or hosting distinguished guests onboard, this t-shirt ensures your crew embodies both professionalism and nautical elegance. Premium Fabric for Long-Lasting Comfort Luxurious Material : Crafted from 95% ringspun cotton and 5% elastane, this t-shirt combin","woman","","","1","XS/S–3XL/4XL","shirt","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/ladies-t-shirt-v-neck-6713759.png?v=1760102563","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-t-shirt-v-neck","true"
"shirts","Ladies T-Shirt Scoop Neck","Kustom Kit","KK755","22.9","EUR","0","White|Black","#ffffff","#0b1f3a","","Perfect for Yacht Crew Elegance and Comfort When it comes to outfitting yacht crew uniforms , our Ladies T-Shirt Scoop Neck is the ultimate combination of style, comfort, and durability. Designed with discerning maritime professionals in mind, this t-shirt elevates crew attire to a new standard of sophistication. Premium Fabric Tailored for the Seas Luxurious Material : Crafted from 95% ringspun cotton and 5% elastane, this t-shirt offers unmatched durability, softness, and a premium feel agains","woman","","","1","XS/S–3XL/4XL","shirt","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/ladies-t-shirt-scoop-neck-856027.jpg?v=1732609781","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-t-shirt-scoop-neck","true"
"tops","Ballerina Shoes","Nordways","SFC57160","89.9","EUR","0","Black","#ffffff","#0b1f3a","","The Ballerina Shoes: High-Tech Performance for Elite Yacht Interior Crew The Ballerina Shoes is far more than a classic silhouette; it is a precision-engineered tool designed for the specific demands of the yachting industry. Combining European craftsmanship with innovative kinetic technology, this model is built for stewardesses who require impeccable style alongside advanced orthopedic support. Whether you are navigating a high-speed crossing or managing a formal dinner service, the Reese ensu","woman|man","","","1","35–42","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/ballerina-shoes-6296920.png?v=1776131171","Marina Yacht Wear","https://www.marinayachtwear.com/products/ballerina-shoes","true"
"accessories","Braided Elastic Belt","Kariban","KP805_54179_54173","25","EUR","0","White|Black|Navy|Dark Grey|Light Grey|Beige","#ffffff","#0b1f3a","","Perfect Belt for Yacht Crews Add a touch of elegance and practicality to your yacht crew's wardrobe with our Braided Elastic Belt , designed to withstand the challenges of maritime life. With a combination of premium materials, sophisticated craftsmanship, and versatile functionality, this belt ensures your crew is both comfortable and polished. Key Features 1. Available in 9 Stylish Colors Choose from a palette of 9 distinct colors , ensuring compatibility with your yacht uniforms and crew atti","woman|man","","","1","","cap","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/Yacht_Crew_Belts.jpg?v=1767691771","Marina Yacht Wear","https://www.marinayachtwear.com/products/braided-elastic-belt","true"
"accessories","Stretch Weave Belt","Amazon","stretch-weave-belt","30","EUR","0","Navy|Black|Dark Grey|Light Grey|Beige|White","#ffffff","#0b1f3a","highly elastic fabric , the belt adapts to every movement, ensuring maximum comfort whether bending, stretching, or seated","K ey Features 1. Versatility for All Styles Pairs seamlessly with jeans, straight trousers, casual pants , and more. Suitable for any season , making it a year-round accessory for yacht crews. 2. Comfortable Fit for Active Lifestyles Made from highly elastic fabric , the belt adapts to every movement, ensuring maximum comfort whether bending, stretching, or seated. Offers a snug yet non-restrictive fit, making it ideal for physically demanding tasks on deck. 3. Durable, High-Quality Materials Fe","woman|man","","","1","","cap","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/stretch-weave-belt-659479.jpg?v=1732609924","Marina Yacht Wear","https://www.marinayachtwear.com/products/stretch-weave-belt","true"
"accessories","Classic Leather Belt","Toptex","KP807_55749_55748","59","EUR","0","Black|Brown","#ffffff","#0b1f3a","","Classic Italian Leather Belt for Yacht Crews Complete your yacht crew’s uniform with our Classic Italian Leather Belt , designed to deliver the perfect balance of style, durability, and adaptability. Specifically tailored for life at sea, this premium belt is an essential accessory for any professional yacht crew member. Key Features 1. Italian Craftsmanship – A Seal of Excellence Made in Italy , this leather belt represents unparalleled craftsmanship and expertise. Renowned for its refined deta","woman|man","","","1","","cap","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/classic-leather-belt-516568.jpg?v=1732609921","Marina Yacht Wear","https://www.marinayachtwear.com/products/classic-leather-belt","true"
"shirts","Ladies long sleeve T-shirt Premium","Tee Jays","TJ590","20","EUR","0","White|Navy|Black|Dark Grey","#ffffff","#0b1f3a","OCS-certified organic ringspun combed cotton , this t-shirt delivers a luxurious feel while supporting eco-friendly practices","Ideal for Yacht Crews Introducing the Ladies Long Sleeve T-Shirt Premium by Tee Jays , a must-have for yachting professionals seeking the perfect balance of style, comfort, and sustainability . Designed for the unique demands of yacht crews , this premium t-shirt offers unmatched quality and eco-conscious craftsmanship, making it a staple for onboard uniforms. Crafted for Yacht Crews with Sustainability in Mind 100% Organic Cotton : Made from OCS-certified organic ringspun combed cotton , this t","woman","","","1","S–3XL","shirt","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/ladies-long-sleeve-t-shirt-premium-462216.jpg?v=1732609783","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-long-sleeve-t-shirt-premium","true"
"shirts","Ladies Mandarin Collar T-Shirt","Kustom Kit","KK785","22.9","EUR","0","White|Black","#ffffff","#0b1f3a","","A Perfect Blend of Nautical Elegance and Comfort for Yacht Crews Introducing the Ladies Mandarin Collar T-Shirt , thoughtfully crafted to meet the unique needs of yacht professionals. Combining sophistication, comfort, and durability, this t-shirt ensures your crew looks polished and professional in any maritime setting. Unmatched Comfort for Dynamic Maritime Life Tailored Standard Fit : Designed to contour naturally, this t-shirt offers a flattering silhouette and extensive freedom of movement—","woman","","","1","XS/S–3XL/4XL","shirt","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/ladies-mandarin-collar-t-shirt-3937062.png?v=1771050375","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-mandarin-collar-t-shirt","true"
"shirts","Ladies Cotton Slim-Fit T-Shirt","Tee Jays","TJ8050","12","EUR","0","Black|Navy|White|Dark Grey","#ffffff","#0b1f3a","OCS 100-certified organic ringspun combed cotton , this T-shirt sets the bar for eco-friendly apparel, offering a soft and luxurious feel while reducing its environmental impact","Ladies Cotton Slim-Fit T-Shirt, Sustainable Elegance for Yachting Professionals Introduce your yacht crew to a new standard of comfort, style, and sustainability with our Ladies Cotton Slim-Fit T-Shirt , designed specifically for discerning maritime professionals. Crafted with care, this T-shirt combines eco-conscious materials with thoughtful design, ensuring your crew looks polished while embracing environmental responsibility. Unmatched Quality & Sustainability 100% Organic Cotton : Made from","woman","","","1","S–3XL","shirt","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/Ladies_Cotton_Slim-Fit_T-Shirt.jpg?v=1761645344","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-cotton-slim-fit-t-shirt","true"
"tops","Silver third chef epaulettes","Marina Yacht Wear","MYWS3CE","20","EUR","0","","#ffffff","#0b1f3a","","Silver Third Chef Epaulettes – A Mark of Culinary Expertise and Leadership The Silver Third Chef Epaulettes are designed to honor the essential role of the third chef aboard luxury yachts. They combine practicality with refined style, symbolizing culinary skill, leadership, and professionalism. Distinctive Silver Stripes for Clear Rank Recognition One Bold Silver Stripe: This stripe highlights the third chef's rank and their contributions to the yacht’s galley operations. Sophisticated Detailing","woman|man","","","1","","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/silver-third-chef-epaulettes-720704.jpg?v=1732609918","Marina Yacht Wear","https://www.marinayachtwear.com/products/silver-third-chef-epaulettes","true"
"tops","Silver second stewardess epaulettes","Marina Yacht Wear","MYWS2SE","20","EUR","0","","#ffffff","#0b1f3a","","Silver Second Stewardess Epaulettes – A Symbol of Service Excellence and Authority The Silver Second Stewardess Epaulettes are crafted to enhance the uniform of your yacht’s second stewardess. They highlight the stewardess's pivotal role in delivering exceptional service. With their elegant silver stripes, these epaulettes signify authority, responsibility, and leadership within the hospitality team. Elegant Silver Stripes for Professional Leadership One Distinctive Silver Stripe: This stripe re","woman|man","","","1","","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/silver-second-stewardess-epaulettes-935946.jpg?v=1732609917","Marina Yacht Wear","https://www.marinayachtwear.com/products/silver-second-stewardess-epaulettes","true"
"chef-wear","Silver second chef epaulettes","Marina Yacht Wear","MYWS2CE","20","EUR","0","","#ffffff","#0b1f3a","","Silver Second Chef Epaulettes – A Symbol of Culinary Excellence and Authority The Silver Second Chef Epaulettes are crafted to enhance the uniform of your yacht’s second chef. They signify expertise, responsibility, and leadership in the galley. With their elegant design, these epaulettes highlight the elevated position of the second chef while reflecting the exceptional standards your crew upholds. Distinguished Silver Stripes for Culinary Leadership Two Bold Silver Stripes: These stripes symbo","woman|man","","","1","","chef-jacket","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/silver-second-chef-epaulettes-838213.jpg?v=1732609917","Marina Yacht Wear","https://www.marinayachtwear.com/products/silver-second-chef-epaulettes","true"
"tops","Silver first stewardess epaulettes","Marina Yacht Wear","MYWS1SE","20","EUR","0","","#ffffff","#0b1f3a","","Silver First Stewardess Epaulettes – A Symbol of Prestige and Service Excellence The Silver First Stewardess Epaulettes are crafted to enhance the uniform of your yacht's first stewardess, representing leadership, professionalism, and an unwavering commitment to excellence. Their sleek and elegant design underscores the vital role of the first stewardess within the hospitality team, reflecting the elevated service standards your yacht crew delivers. Elegant Silver Stripes Denoting Leadership and","woman|man","","","1","","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/silver-first-stewardess-epaulettes-782944.jpg?v=1732609918","Marina Yacht Wear","https://www.marinayachtwear.com/products/silver-first-stewardess-epaulettes","true"
"tops","Silver first chef epaulettes","Marina Yacht Wear","MYWS1CE","20","EUR","0","","#ffffff","#0b1f3a","","Silver First Chef Epaulettes – A Mark of Culinary Leadership at Sea The Silver First Chef Epaulettes are designed to showcase the vital leadership role of the head chef aboard motor yachts and superyachts. Combining sophistication with practicality, these epaulettes ensure a commanding and professional look, perfectly complementing the prestige of your yacht’s culinary team. Elegant Design for Culinary Excellence Three Bold Silver Stripes: These epaulettes feature three silver stripes , symboliz","woman|man","","","1","","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/silver-first-chef-epaulettes-845238.jpg?v=1732609917","Marina Yacht Wear","https://www.marinayachtwear.com/products/silver-first-chef-epaulettes","true"
